review_content,date_text
"Great family hotel”
convenient transportation, beautiful pool, great breakfast
It was great, convenient hotel for family. Great service, breakfast, pool, wifi, room, garden, privat beach. However, it is family friendly hotel, there were a lot of children.",Stayed 2 nights in April 2013
"Comfortable and relax hotel with swimming pool ”
Swimming pool, good landscape, relax",Stayed 2 nights in April 2013
"Good Location”
There is free shuttle from the airport, it takes about an hour. Nice view from our room, ocean view, they have good service, staff has good english. it takes about 3 minutes to check in. i
Nice hotel but a little over priced especially the room service menu, breakfast costs about $40",Stayed 1 night in March 2013
"Excellent stay!”
Relaxing atmosphere. superb services, well-maintained facilities
Our stay at The Shilla Jeju was very pleasant; this hotel is worth for the price if you are looking for posh resort type of accommodation with great scenery where you can just relax and enjoy the hotel facilities after exploring the island.",Stayed 2 nights in March 2013
"Luxury resort with great service”
Good location near attractions and great service
Everything was great! It was delightful stay. But the mountain view was actually like car park view, so we had to upgrade our room to ocean view. Except this everything was good as thier reputation. They provided cot, high chair, and so on for my baby. Breakfast was good, there were various selection of food especially bread and coffee was very delicious. Indoor and outdoor pools and spa were exceptional!",Stayed 2 nights in March 2013
"Great hotel in beautiful Jeju”
Swimming pool, Beautiful view, Spacious Room
The Shilla Jeju is a beautiful hotel. We love the spacious room, clean bathroom and the hotel itself is very gorgeous. The heated swimming pool is awesome and service is good. The restaurants charged very high price so we ate somewhere else. The beach and view is beautiful. We definitely recommend this hotel in Jeju.",Stayed 3 nights in February 2013
"Great service, rooms at lotte nicer”
Great Wi Fi and Internet service.
Overall good hotel. But for the price stay at Lotte right down the street if available.",Stayed 3 nights in February 2013
"Sprawling garden grounds”
Glamping BBQ is a must try
Beautiful manicured gardens probably larger than the hotel itself. Lovely for evening walks and a gorgeous view of the sea from the edge of the garden. The swimming pool area is full of constant activities late into the night with salsa dances and suprano singers entertaining guests at all times Rooms were clean and spacious. Embodies rest and relax, definitely does not feel as commercial as some other resorts along the same strip. Pricey but definitely the best resort to stay in jeju.",Stayed 3 nights in September 2012
"Gorgeous hotel, helpful staff, easy beach access”
Heated indoor and outdoor pool, multiple jacuzzi, modern fitness center, centrally located.
It was a pleasure to stay at this hotel. I received a complimentary upgrade to one of the newer rooms in the new addition to the hotel. The photographs don't exaggerate when you walk around the hotel, everything really is that beautiful. I would easily stay here again if finding my way through Jeju island.",Stayed 2 nights in October 2012
"Well-appointed rooms and self-contained resort”
Very comfortable room and beautiful garden
The hotel grounds are well taken care of. We enjoyed our stay thoroughly. The location is far away from the central but right on the beach. It is very relaxing to just walk around the garden and beach. We were happy with enjoying the hotel facilities. The grounds are inter-linked to Lotte Hotel, which is great as it offers the guests more choices in terms of venues to eat.",Stayed 1 night in October 2012
"Great location, excellent service”
Nice and spacious room, the swimming pool area is very nice. Outstanding breakfast service!
The selection of restaurants at the hotel is somewhat limited, but there are plenty of other restaurants in the area.",Stayed 3 nights in October 2012
"Lovely hotel with beautiful scenery”
The hotel is clean and big
Car park is very near the hotel lobby, just in case you drive. Location of the hotel is also very near to a lot of place of interest. I like the hotel because it is big and clean. The room are also very spacious.",Stayed 5 nights in October 2012
"Lovely room with great service”
Hotel room is great, people are very friendly to kids, my daughter had a great time
We had a garden view deluxe room, didn't get the chance to stay in Hello Kitty one, generally the hotel quality is quite good, they got kids club which keeps my daughter entertained all the time. I didn't enjoy the showering in our bathroom as the water pressure is kind of off.",Stayed 1 night in April 2012
"Nice Hotel but a bit disappointed”
Amenities
When we first arrived, we had the ""wow"" type of welcome from the reception. But as we move to our rooms, we were a bit disappointed. Didn't had the ""wow"" effect when we first walked in to the room. In fact, it looked ordinary and very wooden. Definitely not worth the price plus the fact that I paid about $ per night with no breakfast! Bed was hard. They provided enough pillows. Free wifi. We booked this hotel thinking of renting a car, but realised that need international license to rent, ended up we did not rent any car and we became not very mobile.",Stayed 2 nights in April 2012
"Nice hotel with facilities and nice view”
Many facilities such as game room ,kids zone and camping zone
Nice place for family ,inside bedroom has 3 beds and not far from jungmun resort",Stayed 1 night in April 2012
"Good Hotel”
Good service
The hotel is good, Location is good, Service is good. But the room is abit old but classic. The Hotel is big and the stuff is quite great and provide us the great location room the bad thing is no breakfast though the price is very high.",Stayed 1 night in February 2012
"service was fine but doesn't worth at all”
bed is comfortable and room is clean
well they have good service in general, and room is pretty clean, i love the little gift such like a box of pencil from them, seems pretty warm. however, i have to point out that 1. room service sucks,house keeping opened my door without my permission for two times to check if i'm in the room!! thats so rude! i know i should check out on time, but is just not polite to open the door when i was still in the room and i already told her i will check out in 5 mins! 2. hotel is too far away from the city center. 3. compare with other hotels, this hotel absolutely sucks! room is soo small and no english channel in tv! no hbo! i was really disappointed! btw, mountain view sucks.. don't live in a mountain view room, trust me....",Stayed 2 nights in January 2012
"weekend at jeju”
restaurants, pool area, great staff, very efficient
if i went back to jeju i would stay at the shilla again, great hotel",Stayed 2 nights in August 2010
"hotel de lujo en Jeju en una zona espectacular”
lujo, bellos paisajes, bien situado al sur de la isla
El hotel es uno de los mejores de la isla, situado en la zona sur en un complejo de hoteles con todas las comodidades. Solo eche en falta que en el precio de la habitación incluyeran el desayuno, aunque no hay problema para salir del hotel y encontrar cafeterías y restaurantes. Es recomendable llevar coche alquilado.",Stayed 3 nights in March 2013
"Parfait mais vieillot”
Bel établissement. Immense. Service impeccable. Maintenance parfaite. Mais prestations hors de prix et besoin de rénovation car hold fashion. Le petit déjeuner à 49,000 KRW (330 HKD, 295 RMB, 38 EUR ou 42 USD) ne passe pas... Un petit déjeuner plus cher que dans le plus cher des Four Seasons me semble tout simplement être abusif. Suffisamment pour m'avoir enlever l'envie d'utiliser les prestations de l'hôtel. L'effet marketing à l'envers. Je crois que c'est la première fois de ma vie où je fuie l'hôtel où je réside pour me réfugier chez Starbusck plutôt que d'apprécier la générosité et l'abondance du petit déjeuner de l'hôtel... Domage car l'hôtel est parfaitement géré, le personnel très professionnellent formé (un point spécial à l'exceptionnel personnel de conciergerie) et l'entretien et la maintenance d'un rare niveau de qualité. La politique de prix est juste d'un autre monde et, jugement de professionnel, d'une autre catégorie d'hôtel. Shilla est un resort de haut de gamme mais t",Stayed 4 nights in October 2019
"Gut”
Ordentliches 5 Sterne Hotel",Stayed 3 nights in August 2023
"Geweldig”
Alles was perfect!",Stayed 3 nights in August 2023
"Exceptional”
スタッフの対応が品があり親切で、ハウスキーピングも細やかな心遣いが感じられ素晴らしかった。",Stayed 2 nights in October 2019
"観光しないでホテル内でゆっくり過ごす。”
ラウンジやプールサイドの生演奏が頻繁にあるので、楽しめました。ホテル、空港間の無料送迎バスがあって便利ですね。 とても素晴らしいホテルでした。",Stayed 2 nights in August 2019
"楽しかったです”
朝食のブッフェが最高でした",Stayed 2 nights in July 2018
"期待はずれ”
老舗なりの素敵さはあるけど、建物自体が古いし部屋の作りがぱっとしない。 天候悪くプールは利用しなかったが、パンフレットを見るかぎり色々なものにいちいち料金がかかる。 併設のサウナですら追加料金も必要。 小さい子供連れの韓国ファミリーがほとんどで、がちゃがちゃした雰囲気は否めない。 朝食は種類が多く良かった。 アワビ入りのお粥やチャプチェ等、シーフード系は美味しい。 レストランは3つ＋軽食2つ、朝食のレストランは夕食時はビュッフェとアラカルトがあるが、ビュッフェは大人10900円ほどする。 英語があまり通じないのでコミュニケーションがやや不便。",Stayed 2 nights in October 2018
"お部屋 スタッフ”
はじめにホテルに着いたときにいた荷物を受け取ってくれるお兄さんの対応がいちばん印象的だった。ホテルの印象とも言ってもいいはじめに会うスタッフ。笑顔や対応が自然で気持ちよかったです。 お部屋もグレードアップしてくれたそう。 掲載してる写真の方が良かったなな感想 やっぱり長い年月経ってるホテルだなとの印象 朝のビュッフェは種類も多く味も良かった。これがホテルの目玉かな？",Stayed 2 nights in September 2018
"Is it necessary to write a review for this hotel?”
They upgraded my room so I decided to write a review haha. This is the best hotel that everyone in Korea knows about, with service and facilities that match its reputation. The staff are friendly (even though I checked in late, I still got a room upgrade) and the interior design turns the old into vintage, but it's not outdated at all. During my stay, I walked around the well-maintained gardens near the hotel after having breakfast, and it was the happiest memory of my Jeju trip. Even if there are many new and good hotels, Shilla is definitely the best in Jeju. I plan to go again next year... I need to make more money...",Stayed 2 nights in November 2023
"As expected, Shilla is Shilla!! Adding the evening view at The Parkview made it completely satisfying.”
During the room change, the female staff member who helped us was very kind and helpful. Unfortunately, we couldn't see her name because her jacket was covering it. She was really great! All the other staff members were also very kind. However, the two women who were in charge of the entrance at The Parkview on November 14th seemed to be new. We have stayed at Shilla Hotel many times, but we have never seen anyone who was unresponsive. Overall, we are satisfied and will come back again!",Stayed 1 night in November 2023
"Exellent Location & Service”
We stayed at Shilla Jeju for 3 days. The location is excellent, they have many restaurants and shops near by, easy and free parking on site. Also the staff at the hotel provides excellent services. This property is really big, has adult only pool, hiking course along the cliff with amazing ocean view, gramping site and more! Highly recommend this hotel!",Stayed 3 nights in October 2023
"""I can understand why many people are looking for it.""”
During my 2-night, 3-day trip to Jeju Island, I chose to stay at the Shilla Hotel. As a hotel that boasts history, tradition, and natural surroundings in the Jungmun Tourist Complex, I was able to comfortably heal and relax. The accommodation was quiet and comfortable, and I slept well. The reason for this was not only because of the clean facilities, but also because of the indescribable comfort. Above all, I recommend this hotel because of the beautiful forest path in front of the hotel, the themed observatory, and the cool tech that connects to the nearby beach. The background is so beautiful that even just taking pictures and walking around could take half a day. I highly recommend this place for families and couples.",Stayed 2 nights in October 2023
"완벽산 신라호텔 경험”
가든뷰에 17개월 아기와 함께 묵었습니다. 비록 저녁에 윗층에서 소란이 있기는 했지만 신라호텔에 지불하는 비용은 최신시설이 아닌 스테프들의 서비스와 경험을 사는것을 느꼈던 여행이였습니다. 왜 내가 이런 운이 없는 방을 받았을까? 라는 감정에서 신라호텔을 왔기때문에 이런 경험도 하는구나 로 바뀌는 순간이였습니다. 다시한번 놀라운 경험을 도와주신 지배인님과 모든 스텝분들께 우리 가족은 감사를 표합니다.",Stayed 1 night in September 2023
"Excellent”
We are so exhausted work and travel,,, but when we stepped in this place like heaven, Everyone welcome us and make us like home. Defi6 we will be backhand refer to my friends and family?",Stayed 3 nights in October 2023
"Hands down the best accomms in Jeju”
The best hotel in the area if not the entirety of Jeju. Even as a Korean this was a mindblowing hotel. Loved the garden and seafront walkway especially. Go for the better rooms because they are worth it! My only complaint is the lack of food options nearby but you can get stuff delivered using food delivery apps or order room service (I heard the portions were huge)",Stayed 2 nights in June 2023
"AMAZING view and excellent service ”
This hotel is provided us with the best scenery and fabulous services, we are really satisfied with the hospitality shown during our stay there.",Stayed 2 nights in April 2023
"Amazing grounds”
The grounds and garden are simply beautiful. Really well kept and clean rooms.",Stayed 2 nights in April 2023
"Good!”
All services were 👍",Stayed 2 nights in November 2023
"Top notch hotel”
Thanks for the great experience.",Stayed 3 nights in July 2023
"Good location and comfortable stay”
Stayed 4 nights . Good for family holidays.",Stayed 2 nights in November 2023
"Wonderful Resort in Jeju”
I go there every year. Wonderful Resort in Jeju",Stayed 2 nights in July 2023
"최고!”
믿고가는 신라호텔",Stayed 2 nights in April 2023
"Beautiful”
My stay at the Shilla was wonderful. The staff and the food at the restaurants were great.",Stayed 3 nights in March 2024
"Amazing!”
The Shilla really outdid themselves! The facility was gorgeous and the staff were top notch! Looking forward to coming back to Jeju island and to this hotel :)",Stayed 3 nights in March 2024
"Not worth the valuer”
Parking space is unbelievably too tight, there is no room to open either passenger or driver doors. The space that was meant to be for two cars, they split into three. The room furniture shows age but otherwise in decent shape. Dining/restaurant is not worth the price but average enough if you really dont have other options. The room door knobs seem worn-out and loose at times.",Stayed 1 night in March 2024
"조용하고 쾌적한 시간”
아름다운 정원과 전망, 잘 관리되는 수영장 등 시설 등 만족합니다.",Stayed 2 nights in March 2024
"Amenities ”
It is very satisfied overall except toothbrushes and toothpaste.",Stayed 1 night in March 2024
"Simply amazing”
The Shilla Jeju definitely outdid themselves. My parents and I had a blast and the service was impeccable. Looking forward to coming back to Jeju!",Stayed 3 nights in March 2024
"최고의 선택”
제주 신라는 정말 환상적이었습니다. 공간,조경,음식,친절 모든게 완벽했어요! 최고인 이유가 있었어요. 행복했던 추억 남기고 갑니다.",Stayed 1 night in September 2023
"Too old and expensive ”
Shilla Jeju hotel has a nice swimming pool and well maintained. However, the room was old fashioned and the price of the room is ripped off as considering of the condition. The breakfast and the restaurant foods are also very expensive. So if you do care about the swimming pool, it is ok to stay but I'm not sure if it is worth it.",Stayed 2 nights in January 2024
"Soso”
생각보다 그저그랬습니다 방이 많이 올드해요",Stayed 1 night in December 2023
"Enjoyed the stay”
Kind staffs, clean and beautiful",Stayed 1 night in December 2023
"기념일로 방문한 제주신라, 적극 추천.”
시설은 약간 낙후되었으나 서비스, 청결, 조경, 인테리어, 분위기가 압도적입니다. 특히, 직원분들의 서비스가 좋았어요! 강력추천이네요:)",Stayed 1 night in December 2023
"좋아요”
good",Stayed 1 night in August 2020
"It’s way way rip-off ”
All stuffs are too old. And I paid almost 600bucks for a day but the room was so disappointing.. I should buy even my toothbrush and paste. Foods are delicious but not included in the room cost.. and the meal cost was reasonable. spa and swimming pools are awesome even snow storm weather! But I’d rather use other near hotels which Has similar spa pools and restaurants and cheaper price.",Stayed 2 nights in December 2020
"Had a blast!”
Pros: Heated pool, live band by the pool, beautiful landscape on a small cliff over Jungnum beach, peaceful, helpful staff, big room. Cons: Need a funny registration process at the Fitness Counter to use the adult pool. We didn’t know so had to walk back from the pool to the hotel to register before walking back out to the adult pool.",Stayed 1 night in December 2019
"Paradise”
Fairytale hotel next to the sea.",Stayed 4 nights in December 2019
"Good for family with kids”
Staff is friendly and helpful. Room is spacious and clean. Facilities and location are great.",Stayed 2 nights in November 2019
"Beautiful hotel”
With magnificent view and beautiful garden. Restaurants are good too. One thing is that guests of the hotel still have to pay to use the sun deck on the pool by the hour",Stayed 3 nights in July 2019
"Exceptional”
Food cost out of line with rest of island.",Stayed 4 nights in July 2019
"Excellent hotel but always something missing”
The location and facilities are excellent. We had glamping during out stay, it is fun and the food is excellent. the room is large enough. However, there is always something missing. On second stay of our stay, no shampoo and body wash replaced. On our third stay, toilet tissue paper was not refilled. However, the staff is very helpful and nice. Still good for couple/family trip!",Stayed 3 nights in May 2019
"Excellent”
I rarely write reviews, but I had an exceptional time at this hotel. Service and facilities are all first rate. Would not hesitate to stay here again.",Stayed 2 nights in April 2019
"Recommend the Shilla Jeju”
If your family have to stay because of traveling in Jeju, I strongly recommend Shilla Hotel. I had a three-course dinner with my family at Shilla Hotel. From there, we had the best dinner and all the staff were kind.",Stayed 2 nights in February 2019
"Best Choice in Jeju”
Best choice in Jeju Island but pricey",Stayed 2 nights in March 2018
"good”
good",Stayed 1 night in September 2018
"A Samsung Hotel”
Samsung runs four hotels under the Shilla name. As beautiful as the main interiors were, there were major issues. The hallways smelled like moldy straw all the time (4 nights) we were there. The beds were uncomfortable. Food/drinks were very expensive--French fries cost about $36 and my mojito $26 served at the indoor/outdoor pool filled with very young children (pee & poo pool). I think their hotels are for employees who may be getting discounts, not for tourists.",Stayed 3 nights in June 2018
"Above average”
The room was quite outdated.",Stayed 3 nights in October 2017
"overly priced”
a resort hotel and super dreamy, however too pricey",Stayed 2 nights in March 2018
"Superb facility ”
Great hotel with tidy room. Hotel clerk and staff were all very friendly. Liked the bathroom most since it had a tub together with a shower booth. Hotel buffet was huge but quite expensive. Both indoor and outdoor Swimming pool facilities were great.",Stayed 1 night in September 2017
"Amazing place”
Very recommend",Stayed 1 night in November 2017
"Good to stay”
Good to stay in Shilla Jeju. Every staff was nice, kind and professional.",Stayed 2 nights in September 2017
"Very good”
It was raining the whole time due to typhoon, thus the lower ratings. The hotel is rather old.",Stayed 2 nights in September 2017
"No doubtful!! It is the best in Jeju.”
Shilla is good for all type of tourists. It possess it's own beautiful beach and fantastic garden. Especially outdoor swimming pool was quite fun. Food is good as well.",Stayed 2 nights in September 2017
"good hotel, clean.”
the best hotel in Jeju. clean and comfortable.",Stayed 3 nights in March 2017
"just go”
go if you are not on a budget",Stayed 2 nights in August 2016
"Always best!”
Best in Jeju Island. Lots of activities for children and beautiful scenery near the south coast of the island.",Stayed 3 nights in December 2016
"good”
good",Stayed 1 night in February 2013
"Relaxing Place”
I really enjoyed the hotel. Staff was very friendly but it would make things easier if they spoke more English. The room was comfortable and we had a nice time there!",Stayed 1 night in October 2016
"No need to explain. Fantasitc!”
Great service. Great location, Great staffs. We, 9 family members, could enjoy and had wonderful time in the hotel. During our stay, we do not need to go outside and we fully enjoyed hotel facilities during all day. There was lots of programs for children so parents with children can stay more easy.",Stayed 2 nights in September 2016
"Caveat Emptor!”
This property is very nice, however, there are many caveats that the traveler should be cautioned on. The Good: Beautiful grounds Very nice linen Good wifi Easy check out The Bad: Very limited pool service. Try getting any Food & Beverage. It is a challenge! Towels just lie there, uncollected. No one comes around to check on guest needs. Very limited facilities outside the property. You are forced to eat in the hotel unless you choose to take a cab ride. Staff are very green and need enhanced training. Limited English language skills Mediocre beach front The Ugly!! Food and Beverage pricing is EXTREMELY expensive, bordering on gouging. A fruit plate is $60 ! Same as a cheese plate - US$60. (good luck trying to get some bread or crackers to go with that cheese!!) There is NO a la carte breakfast option. Buffet is at US$42/per person The mark of a satisfactory stay is if one would revisit the property. I can't say I would",Stayed 4 nights in August 2016
"Worth the expense”
I do not usually stay in high-end resorts so this was quite a treat for me. From the moment we arrived until our final farewells, it was a pleasure living in and around the Shilla for our long 4th of July weekend. We especially enjoyed the quiet adult pool. Our last night there we sat at the pool and had the lifeguard order dinner brought up to us. What a treat! There was high quality live music at the lower pool every night. Many interesting paved paths around the grounds including a beautiful one down to the beach. The landscaping was excellent. One of our favorite features as non-Korean speakers was the concierge. There were three of them so no waiting. She set up dinners, taxis, and answered all of our tourist questions in perfect English. It was really hard to leave and come back to the real world. Lest you think the place was totally perfect, I must mention that the parking was terrible. The lot was full and cars were parked all along the curbs. There just didn't seem to be enough parking. Since I didn't have a car it didn't bother me much. I hope to return for another visit soon.",Stayed 3 nights in July 2016
"Glamping”
Awesome stay at Shilla Jeju!",Stayed 1 night in June 2016
"Nice Hotel”
The hotel has nice facilities that's suitable for young or old alike. Rooms are nice and spacious.",Stayed 3 nights in June 2016
"Friendly staff”
very helpful",Stayed 2 nights in April 2016
"Bad hotel staff service mind”
Poor English speaking and bad service mind. Be aware booking this hotel with internet agent. The hotel staffs do not provide good service.",Stayed 1 night in April 2016
"Excellent for almost aspects except room massage”
As wrote in the title section, it really was. Beautiful scenery, interior and garden, access to the beach. The only bad point was the quality of massage service provided by a contractor.",Stayed 1 night in April 2016
".”
.",Stayed 1 night in March 2016
"YOUR BEST CHOICE FOR THE VACATION”
INTERIOR, STAFF PERFORMANCE, HIGH CLASS
If you want to stay in Jeju for very special holiday, Shilla will be the best choice. Of course it costs a lot but your time in this hotle will be invaluable. What I loved the most was their warm and romantic interior. Pastel toned interior is truly warm and romantic. The room was confortable and its bathroom was also very classy. The most well educated staff was so nice. If I have the other chance to stay in Jeju for my special holiday, I will stay again.",Stayed 1 night in March 2016
"Wonderful room & facilities ”
Moonlight swimming, Camping lunch, Beautiful gargen
I satisfy all about there, Room condition, site of window view, garden, swimming pool even restaurant. Compcierge is very kind so makes me more comfortable.",Stayed 1 night in April 2015
"nice camping village”
Location, playrooms for children & camping village
Nice but foods are expensive",Stayed 2 nights in April 2015
"Awesome! Satisfying! ”
Service, facilities, & room condition and bedding
I would like to stay at the Shilla Jeju again if I visit Jeju island later. There are some details that could be improved, but still, it is satisfying (as it is now).",Stayed 1 night in April 2015
"good stay”
outside pool in winter season! , beautiful garden
..",Stayed 1 night in March 2015
"good”
locationand good bakery
good but bit old.",Stayed 2 nights in March 2015
"I Loke Shilla”
The hotel staff bery helpful and friendly, the facility is superb
Very good, I spent the mew year's eve in Shilla, music was awsome, and free glass of champagne on the count down",Stayed 2 nights in December 2014
"hotel shilla”
view. clean .service
It's good and very kindly",Stayed 2 nights in May 2014
"Nice to relax”
Warm swimming pool, Cozy
It was a greate vacation in the Shilla Jeju. All staffs were friendly and room condition was very nice. I recommand to stay in a new building.",Stayed 2 nights in December 2014
"Honeymoon getaway”
Spacious, Cleanliness, Friendliness
We stayed here for our honeymoon and it was excellent. We wouldn't have stayed anywhere else. Spacious rooms, bathrooms were clean and the room service was above expectations. Everything was worth every penny and didn't have any regrets!",Stayed 3 nights in October 2014
"best hotel”
private beach. pool. food
i just love staying here.... it is the best experience u can have while in jeju. id defn. visit here again for my next tri. they gave us a cake and a box of chocolate. make sure u join gold club!",Stayed 1 night in June 2014
"Super good concierge”
View from the room, Concierge and Location
Awesome. it was the perfect place for a getaway. i will be back :D",Stayed 2 nights in May 2014
"Amazing view, Amazing service”
Location, Service and Toiletries",Stayed 2 nights in May 2014
"Happiness at the Shilla Jeju ”
Lovely ambience, stunning views of the pacific and lovely walkways around the hotel. Not to forget the marvellous beach !!
Superb !! Highly recommend to family and friends !! You will have the time of your life !!",Stayed 1 night in October 2014
"good.”
location, environment, air",Stayed 3 nights in May 2014
"By far the best hotel I've stayed.”
Comfort, facilities and luxurious.
This is by far the best hotel I've stayed in my life. I've booked for 3 ocean view rooms for 2 nights. I never wanted to leave the hotel. The bed was perfect and bathroom was compatibly awesome. The view is priceless, especially in the morning. They could've hired a better live band though, but the overall concept of this hotel is just pure luxury. Don't forget to check out the camping site while you're there. Though it's leaning on the pricey side, this is the kind of hotel that is worth the try and money. Go for it, you won't regret.",Stayed 2 nights in June 2014
"The Shilla Jeju”
good!",Stayed 3 nights in May 2014
"Castle bar and mountain at the backyard”
Cleanses, nice castle bar, mountain climbing inside the hotel
Very relaxed, good food near the hotel, some of the sights remind me of Hawaii",Stayed 3 nights in October 2013
"The Shilla Jeju”
Kind staffs , nice pool , good restaurant
Clean and decent room nice pool and private beach",Stayed 2 nights in May 2014
"Nice garden facing sea, romantic”
Clean, quiet, nice gardens",Stayed 2 nights in September 2013
"The Best in Korea”
Good location, good food and fun.
This is really a nice exprience. The hotel is the best in that area. What most amazing was that I even saw a Korean couple ML at the balcony of the opposite hotel.",Stayed 1 night in March 2014
"Discriminated hotel policy... expensive but nice”
Pool, restaurants, view
We decided to go stay at The Shilla for our quick getaway to celebrate, and it is a great place to stay. nice scenery, nice amenities, close to the beach. Room in itself was a disappointment. Nice decoration, old fashion (and simply old) furniture. Nice balcony. Oldest room electronics I have seen since I have been travelling on business . Bathroom was nice decorated, though toilet seat was broken and ALL the plumbery was about 20 years old. No rain shower, no water mixer (still one cold and one hot)... Not acceptable for such a high rated hotel. Dinner was very nice, however it comes as extra with a steep price. Guerlain Spa was just AMAZING, but again comes as a very steep extra price. Pool and jacuzzi (free access) are very nice as you can go from indoor to outdoor by a tunnel. Very clean and amazing. I will never go back to the SHILLA Jeju nor ANY SHILLA at all. I feel offended and robbed as the experience is not at all in line with the expectation the name Shilla is brining. Overall, there are plenty of other hotels to choose from in the same area which might offered better values.",Stayed 1 night in March 2014
"Luxury Hotel but still not worth of Money”
Friendly Staff, Elegant Lobby, and Nice Swimming Pools
It was relaxing and nice. The hotel is expensive and upscale. We have not used any facilities but had their breakfast buffet as everyone was praising about their breakfast. The food was good quality but we were disappointed with the food selection. I still thinks it is not worth of money, comparing to other hotels in Jeju.",Stayed 1 night in January 2014
"Nice hotel and near to some of the attrations”
Clean, Near to beach, near to attractions
Nice place to stay. Staff are all very friendly. Easy access to some of the attraction in Jeju Island.",Stayed 1 night in November 2013
"i can't summarize this hotel in words.”
view & service! all inclusive! everything!
view & service! all inclusive! everything! good and perfect. well maintained.",Stayed 2 nights in November 2013
"A really luxurious place to stay. My wife loved it”
Excellent room, buffet, activities to choose from
Fantastic stay. Hospitable staff, clean rooms, great view. Much much better than the Hyatt Regency, which messed up our reservation and weren't willing to resolve the issue.",Stayed 1 night in October 2013
"Very good service, rooms not that group”
service, landscaping, activities
Stay was great. The staff is really good and well managed, always someone around to help. The rooms themselves are nothing special, unless you go for the really expensive options; but the standard room just looks like any other hotel. There are quite a few hotel activities to enjoy.",Stayed 2 nights in September 2013
"Enjoyed the beach”
Private beach, airport shuttle, proximity to local restaurants and shops
Room temperature never went below 23.5 Degree C. Hotel staffs confirmed that that is the minimum temperature the rooms can be cooled to. Except for the private beach, not worth the money we paid for our stay.",Stayed 3 nights in July 2013
"Luxury Hotel with a great location”
Private Beach House, landscaping, service
The Shilla has a great location along the beach and provides a private beach house for its guests. Definitely worth it in high season when the beach is crowded",Stayed 1 night in June 2013
"Great place to relax”
Huge spacious grounds, Heated pool and ample pool facilities, Great gym
Loved the Shilla experience. The hotel was well appointed, pool was heated as were the cabanas, hotel provided gym gear including shoes, sega games room.",Stayed 2 nights in April 2013
"Romantic hotel”
luxary, romantic, great hotel
I love this hotel. Live music all over the places even by the swimming pool. Very family friendly. Kids can have a lot of fun in their 5 star swimming pool.",Stayed 3 nights in June 2013
"Interest hotel again”
good restraurant, good view,famous pool",Stayed 3 nights in May 2013
"Fantastic and memorable stay in Shilla”
Hugh surrounding, unique and comfortable
No problem, simply wonderful",Stayed 4 nights in May 2013
"Friendly staff, great surroundings, relaxed place”
Great staff, great service, great place",Stayed 1 night in May 2013
"Comfortable room but too pricey”
Swimming pool, garden, beach
The room was comfortable. Staff are friendly. But the price is too expensive compared to the room size. Good to take a walk in the garden to the beach. Nice area and neighborhood.",Stayed 1 night in June 2013
"a hotel with beautiful garden and ocean view”
garden, pool, view
Friendly staff ; nice seafood buffet ; very convenient for family with young children",Stayed 1 night in May 2013
"amazing stay in the shilla jeju”
beautiful garden, super service, 5 star standard
perfect stay, good service, great buffe service, very nice garden and beach",Stayed 1 night in April 2013
"Graet place and nice ppl”
beach, garden, location",Stayed 2 nights in April 2013
"Luxury hotel ”
Nice staff, comfortable room, good environment",Stayed 2 nights in April 2013
"Great family hotel”
convenient transportation, beautiful pool, great breakfast
It was great, convenient hotel for family. Great service, breakfast, pool, wifi, room, garden, privat beach. However, it is family friendly hotel, there were a lot of children.",Stayed 2 nights in April 2013
"Comfortable and relax hotel with swimming pool ”
Swimming pool, good landscape, relax",Stayed 2 nights in April 2013
"Good Location”
There is free shuttle from the airport, it takes about an hour. Nice view from our room, ocean view, they have good service, staff has good english. it takes about 3 minutes to check in. i
Nice hotel but a little over priced especially the room service menu, breakfast costs about $40",Stayed 1 night in March 2013
"Excellent stay!”
Relaxing atmosphere. superb services, well-maintained facilities
Our stay at The Shilla Jeju was very pleasant; this hotel is worth for the price if you are looking for posh resort type of accommodation with great scenery where you can just relax and enjoy the hotel facilities after exploring the island.",Stayed 2 nights in March 2013
"Luxury resort with great service”
Good location near attractions and great service
Everything was great! It was delightful stay. But the mountain view was actually like car park view, so we had to upgrade our room to ocean view. Except this everything was good as thier reputation. They provided cot, high chair, and so on for my baby. Breakfast was good, there were various selection of food especially bread and coffee was very delicious. Indoor and outdoor pools and spa were exceptional!",Stayed 2 nights in March 2013
"Great hotel in beautiful Jeju”
Swimming pool, Beautiful view, Spacious Room
The Shilla Jeju is a beautiful hotel. We love the spacious room, clean bathroom and the hotel itself is very gorgeous. The heated swimming pool is awesome and service is good. The restaurants charged very high price so we ate somewhere else. The beach and view is beautiful. We definitely recommend this hotel in Jeju.",Stayed 3 nights in February 2013
"Great service, rooms at lotte nicer”
Great Wi Fi and Internet service.
Overall good hotel. But for the price stay at Lotte right down the street if available.",Stayed 3 nights in February 2013
"Sprawling garden grounds”
Glamping BBQ is a must try
Beautiful manicured gardens probably larger than the hotel itself. Lovely for evening walks and a gorgeous view of the sea from the edge of the garden. The swimming pool area is full of constant activities late into the night with salsa dances and suprano singers entertaining guests at all times Rooms were clean and spacious. Embodies rest and relax, definitely does not feel as commercial as some other resorts along the same strip. Pricey but definitely the best resort to stay in jeju.",Stayed 3 nights in September 2012
